,osl_property_id,asset_name,employer_name,old_commute,new_commute,closest_asset,is_closest_asset
2056,3362715,Cortland at the Village,United Bankshares,20.323333333333334,24.146666666666665,Cortland East Cobb,False
2057,3362715,Cortland at the Village,Georgia Aquarium,59.126666666666665,20.959999999999997,Cortland Old Fourth Ward,False
2058,3362715,Cortland at the Village,Georgia Aquarium,59.126666666666665,21.19,Cortland Old Fourth Ward,False
2059,3362715,Cortland at the Village,Georgia Aquarium,59.126666666666665,20.045,Cortland Old Fourth Ward,False
2060,3362715,Cortland at the Village,Georgia Aquarium,59.126666666666665,19.863333333333333,Cortland Old Fourth Ward,False
2061,3362715,Cortland at the Village,1911 biscuits&burgers ,6.7683333333333335,8.116666666666667,Greens at Windy Hill,False
2062,3362715,Cortland at the Village,1911 biscuits&burgers ,6.7683333333333335,8.346666666666668,Greens at Windy Hill,False
2063,3362715,Cortland at the Village,1911 biscuits&burgers ,6.7683333333333335,6.376666666666667,Greens at Windy Hill,False
2064,3362715,Cortland at the Village,1911 biscuits&burgers ,6.7683333333333335,8.491666666666667,Greens at Windy Hill,False
2065,3362715,Cortland at the Village,Alvarez Advance Painting LLC,0.0,78.455,Towne West Manor,False
2066,3362715,Cortland at the Village,Alvarez Advance Painting LLC,0.0,78.685,Towne West Manor,False
2067,3362715,Cortland at the Village,Alvarez Advance Painting LLC,0.0,77.53999999999999,Towne West Manor,False
2068,3362715,Cortland at the Village,Alvarez Advance Painting LLC,0.0,77.35833333333333,Towne West Manor,False
2073,3362715,Cortland at the Village,MIMEDX,22.285,17.98,Cortland East Cobb,False
2074,3362715,Cortland at the Village,MIMEDX,22.285,18.209999999999997,Cortland East Cobb,False
2075,3362715,Cortland at the Village,MIMEDX,22.285,16.24,Cortland East Cobb,False
2076,3362715,Cortland at the Village,MIMEDX,22.285,16.928333333333335,Cortland East Cobb,False
2081,3362715,Cortland at the Village,Xfinity,0.0,35.54,Towne West Manor,False
2082,3362715,Cortland at the Village,Xfinity,0.0,35.769999999999996,Towne West Manor,False
2083,3362715,Cortland at the Village,Xfinity,0.0,34.625,Towne West Manor,False
2084,3362715,Cortland at the Village,Xfinity,0.0,34.443333333333335,Towne West Manor,False
2093,3362715,Cortland at the Village,Northside Hosptial Atlanta,21.63,17.533333333333335,Cortland at the Hill,False
2094,3362715,Cortland at the Village,Northside Hosptial Atlanta,21.63,17.763333333333332,Cortland at the Hill,False
2095,3362715,Cortland at the Village,Northside Hosptial Atlanta,21.63,16.618333333333332,Cortland at the Hill,False
2096,3362715,Cortland at the Village,Northside Hosptial Atlanta,21.63,16.436666666666667,Cortland at the Hill,False
2109,3362715,Cortland at the Village,PepsiCo,47.87833333333333,18.251666666666665,Cortland Peachtree Battle,False
2110,3362715,Cortland at the Village,PepsiCo,47.87833333333333,18.48166666666667,Cortland Peachtree Battle,False
2111,3362715,Cortland at the Village,PepsiCo,47.87833333333333,17.336666666666666,Cortland Peachtree Battle,False
2112,3362715,Cortland at the Village,PepsiCo,47.87833333333333,17.154999999999998,Cortland Peachtree Battle,False
2113,3362715,Cortland at the Village,Advanced Systems Inc.,43.14333333333333,31.66166666666667,Cortland East Cobb,False
2114,3362715,Cortland at the Village,Advanced Systems Inc.,43.14333333333333,31.891666666666666,Cortland East Cobb,False
2115,3362715,Cortland at the Village,Advanced Systems Inc.,43.14333333333333,29.921666666666667,Cortland East Cobb,False
2116,3362715,Cortland at the Village,Advanced Systems Inc.,43.14333333333333,30.69333333333333,Cortland East Cobb,False
2117,3362715,Cortland at the Village,The Home Depot,19.16166666666667,78.30166666666668,Ten Oaks,False
2118,3362715,Cortland at the Village,The Home Depot,19.16166666666667,78.53166666666667,Ten Oaks,False
2119,3362715,Cortland at the Village,The Home Depot,19.16166666666667,77.38666666666667,Ten Oaks,False
2120,3362715,Cortland at the Village,The Home Depot,19.16166666666667,77.205,Ten Oaks,False
2121,3362715,Cortland at the Village,Ross Memorial Healthcare Center,21.851666666666667,22.383333333333333,Cortland East Cobb,False
2122,3362715,Cortland at the Village,Ross Memorial Healthcare Center,21.851666666666667,22.613333333333333,Cortland East Cobb,False
2123,3362715,Cortland at the Village,Ross Memorial Healthcare Center,21.851666666666667,20.64333333333333,Cortland East Cobb,False
2124,3362715,Cortland at the Village,Ross Memorial Healthcare Center,21.851666666666667,21.331666666666667,Cortland East Cobb,False
2145,3362715,Cortland at the Village,The Home Depot,35.92666666666666,9.151666666666667,Battery 2nd Base,False
2146,3362715,Cortland at the Village,The Home Depot,35.92666666666666,9.381666666666666,Battery 2nd Base,False
2147,3362715,Cortland at the Village,The Home Depot,35.92666666666666,7.968333333333334,Battery 2nd Base,False
2148,3362715,Cortland at the Village,The Home Depot,35.92666666666666,8.055,Battery 2nd Base,False
2149,3362715,Cortland at the Village,Royal Food Service ,38.175,33.178333333333335,East Ridge Park,False
2150,3362715,Cortland at the Village,Royal Food Service ,38.175,33.40833333333333,East Ridge Park,False
2151,3362715,Cortland at the Village,Royal Food Service ,38.175,32.263333333333335,East Ridge Park,False
2152,3362715,Cortland at the Village,Royal Food Service ,38.175,32.08166666666667,East Ridge Park,False
2157,3362715,Cortland at the Village,OS1 Orthopedic Sports Clinic,16.37666666666667,22.941666666666666,Cortland East Cobb,False
2158,3362715,Cortland at the Village,OS1 Orthopedic Sports Clinic,16.37666666666667,23.171666666666667,Cortland East Cobb,False
2159,3362715,Cortland at the Village,OS1 Orthopedic Sports Clinic,16.37666666666667,21.201666666666664,Cortland East Cobb,False
2160,3362715,Cortland at the Village,OS1 Orthopedic Sports Clinic,16.37666666666667,21.973333333333336,Cortland East Cobb,False
2165,3362715,Cortland at the Village,ICE Data Analytics,21.325,10.798333333333334,Battery 2nd Base,False
2166,3362715,Cortland at the Village,ICE Data Analytics,21.325,11.028333333333334,Battery 2nd Base,False
2167,3362715,Cortland at the Village,ICE Data Analytics,21.325,9.883333333333333,Battery 2nd Base,False
2168,3362715,Cortland at the Village,ICE Data Analytics,21.325,9.701666666666666,Battery 2nd Base,False
2169,3362715,Cortland at the Village,MetroAtlanta Ambulance Service,48.343333333333334,16.633333333333333,Cortland East Cobb,False
2170,3362715,Cortland at the Village,MetroAtlanta Ambulance Service,48.343333333333334,16.863333333333333,Cortland East Cobb,False
2171,3362715,Cortland at the Village,MetroAtlanta Ambulance Service,48.343333333333334,14.893333333333334,Cortland East Cobb,False
2172,3362715,Cortland at the Village,MetroAtlanta Ambulance Service,48.343333333333334,15.581666666666667,Cortland East Cobb,False
2181,3362715,Cortland at the Village,Candlewood suites ,11.888333333333332,6.27,Battery 1st Base,False
2182,3362715,Cortland at the Village,Candlewood suites ,11.888333333333332,6.5,Battery 1st Base,False
2183,3362715,Cortland at the Village,Candlewood suites ,11.888333333333332,4.8149999999999995,Battery 1st Base,False
2184,3362715,Cortland at the Village,Candlewood suites ,11.888333333333332,5.173333333333333,Battery 1st Base,False
2193,3362715,Cortland at the Village,Canoe ,58.836666666666666,9.151666666666667,Battery 2nd Base,False
2194,3362715,Cortland at the Village,Canoe ,58.836666666666666,9.381666666666666,Battery 2nd Base,False
2195,3362715,Cortland at the Village,Canoe ,58.836666666666666,7.968333333333334,Battery 2nd Base,False
2196,3362715,Cortland at the Village,Canoe ,58.836666666666666,8.055,Battery 2nd Base,False
2201,3362715,Cortland at the Village,Carmen’s Kitchen & Cocktails ,15.371666666666666,14.693333333333333,1250 West,False
2202,3362715,Cortland at the Village,Carmen’s Kitchen & Cocktails ,15.371666666666666,14.923333333333334,1250 West,False
2203,3362715,Cortland at the Village,Carmen’s Kitchen & Cocktails ,15.371666666666666,12.953333333333335,1250 West,False
2204,3362715,Cortland at the Village,Carmen’s Kitchen & Cocktails ,15.371666666666666,13.813333333333333,1250 West,False
2205,3362715,Cortland at the Village,Piedmont Healthcare ,5.196666666666667,64.49,Spring Valley,False
2206,3362715,Cortland at the Village,Piedmont Healthcare ,5.196666666666667,64.72,Spring Valley,False
2207,3362715,Cortland at the Village,Piedmont Healthcare ,5.196666666666667,63.575,Spring Valley,False
2208,3362715,Cortland at the Village,Piedmont Healthcare ,5.196666666666667,63.39333333333333,Spring Valley,False
2213,3362715,Cortland at the Village,"HOME DEPOT U.S.A., INC.",10.523333333333333,9.151666666666667,Battery 2nd Base,False
2214,3362715,Cortland at the Village,"HOME DEPOT U.S.A., INC.",10.523333333333333,9.381666666666666,Battery 2nd Base,False
2215,3362715,Cortland at the Village,"HOME DEPOT U.S.A., INC.",10.523333333333333,7.968333333333334,Battery 2nd Base,False
2216,3362715,Cortland at the Village,"HOME DEPOT U.S.A., INC.",10.523333333333333,8.055,Battery 2nd Base,False
2237,3362715,Cortland at the Village,Life University,40.49666666666667,10.479999999999999,Cortland Woodlands,False
2238,3362715,Cortland at the Village,Life University,40.49666666666667,10.71,Cortland Woodlands,False
2239,3362715,Cortland at the Village,Life University,40.49666666666667,8.74,Cortland Woodlands,False
2240,3362715,Cortland at the Village,Life University,40.49666666666667,9.428333333333335,Cortland Woodlands,False
2249,3362715,Cortland at the Village,Class Clown Films/Atlanta Grip Truck ,51.17333333333333,8.741666666666667,Cortland Woodlands,False
2250,3362715,Cortland at the Village,Class Clown Films/Atlanta Grip Truck ,51.17333333333333,8.971666666666666,Cortland Woodlands,False
2251,3362715,Cortland at the Village,Class Clown Films/Atlanta Grip Truck ,51.17333333333333,7.001666666666667,Cortland Woodlands,False
2252,3362715,Cortland at the Village,Class Clown Films/Atlanta Grip Truck ,51.17333333333333,7.7733333333333325,Cortland Woodlands,False
2266,3712014,Cortland Holcomb Bridge,Imerys,10.104999999999999,24.241666666666667,Cortland Johns Creek,False
2273,3734381,Cortland Viridian,Clark Atlanta University ,4.753333333333333,21.27,GE Tower,False
2274,3734381,Cortland Viridian,Clairmont Oaks,78.56666666666666,77.45833333333333,Canyon Springs Apartments,False
2279,3734381,Cortland Viridian,george gary mechanical design ,5.403333333333333,14.783333333333333,Spring Valley,False
2282,2946883,Cortland 3131,Woodruff Arts Center,48.419999999999995,14.095,Cortland Peachtree Battle,False
2283,2946883,Cortland 3131,Woodruff Arts Center,48.419999999999995,13.771666666666667,Cortland Peachtree Battle,False
2286,2946883,Cortland 3131,PNC ,20.175,33.86833333333333,East Ridge Park,False
2287,2946883,Cortland 3131,PNC ,20.175,33.545,East Ridge Park,False
2288,2946883,Cortland 3131,Delta Community Credit Union,14.004999999999999,22.426666666666666,Battery 2nd Base,False
2289,2946883,Cortland 3131,Delta Community Credit Union,14.004999999999999,22.103333333333335,Battery 2nd Base,False
2290,2946883,Cortland 3131,Emory University,31.075,7.2,Decatur Highlands,False
2291,2946883,Cortland 3131,Emory University,31.075,6.876666666666667,Decatur Highlands,False
2292,2946883,Cortland 3131,Emory University,3.4050000000000002,6.611666666666666,Decatur Highlands,False
2293,2946883,Cortland 3131,Emory University,3.4050000000000002,6.288333333333333,Decatur Highlands,False
2298,2946883,Cortland 3131,Benson Ross Enterprises ,26.073333333333334,33.525,East Ridge Park,False
2299,2946883,Cortland 3131,Benson Ross Enterprises ,26.073333333333334,33.20166666666667,East Ridge Park,False
2300,2946883,Cortland 3131,Amazon,18.753333333333334,17.17,Clifton Glen,False
2301,2946883,Cortland 3131,Amazon,18.753333333333334,16.846666666666668,Clifton Glen,False
2303,2946884,Cortland North Brookhaven,Piedmont Atlanta Hospital,29.09,15.165,Cortland Peachtree Battle,False
2304,2946884,Cortland North Brookhaven,Dogwood Autism Services,16.238333333333333,11.721666666666666,Cortland Uptown Buckhead,False
2306,2946884,Cortland North Brookhaven,The William Carter Company (Carter’s),10.771666666666667,9.896666666666667,Cortland at Buckhead Village,False
2307,2946884,Cortland North Brookhaven,Newton County BOC,47.525,52.615,Spring Valley,False
2314,2946884,Cortland North Brookhaven,Northside Atlanta Hospital,69.93,6.168333333333334,Cortland at the Hill,False
2315,2946884,Cortland North Brookhaven,Delta Dental,30.313333333333333,25.138333333333332,Cortland Lex,False
2316,2946884,Cortland North Brookhaven,Siemens Energy Inc.,82.65,30.39333333333333,Cortland Windward,False
2317,2946884,Cortland North Brookhaven,State Farm,29.141666666666666,7.661666666666666,Cortland at the Hill,False
2320,2946884,Cortland North Brookhaven,Team Rehabilitation ,6.715,23.925,Cortland East Cobb,False
2322,2946884,Cortland North Brookhaven,Guardian Protection Professionals ,35.623333333333335,30.621666666666666,Cortland Sugarloaf,False
2329,3362715,Cortland at the Village,Estes services ,55.405,33.845,East Ridge Park,False
2330,3362715,Cortland at the Village,Estes services ,55.405,34.075,East Ridge Park,False
2331,3362715,Cortland at the Village,Estes services ,55.405,32.93,East Ridge Park,False
2332,3362715,Cortland at the Village,Estes services ,55.405,32.748333333333335,East Ridge Park,False
2333,3362715,Cortland at the Village,Chick-Fil-A Corporate,55.9,34.595,East Ridge Park,False
2334,3362715,Cortland at the Village,Chick-Fil-A Corporate,55.9,34.825,East Ridge Park,False
2335,3362715,Cortland at the Village,Chick-Fil-A Corporate,55.9,33.68,East Ridge Park,False
2336,3362715,Cortland at the Village,Chick-Fil-A Corporate,55.9,33.498333333333335,East Ridge Park,False
2337,3362715,Cortland at the Village,Premium distributors ,36.93666666666666,19.245,Perimeter Circle,False
2338,3362715,Cortland at the Village,Premium distributors ,36.93666666666666,19.475,Perimeter Circle,False
2339,3362715,Cortland at the Village,Premium distributors ,36.93666666666666,18.33,Perimeter Circle,False
2340,3362715,Cortland at the Village,Premium distributors ,36.93666666666666,18.148333333333333,Perimeter Circle,False
2345,3362715,Cortland at the Village,Wellstar ,28.581666666666667,11.216666666666667,Jamestown Village,False
2346,3362715,Cortland at the Village,Wellstar ,28.581666666666667,11.446666666666665,Jamestown Village,False
2347,3362715,Cortland at the Village,Wellstar ,28.581666666666667,9.476666666666667,Jamestown Village,False
2348,3362715,Cortland at the Village,Wellstar ,28.581666666666667,10.165,Jamestown Village,False
2349,3362715,Cortland at the Village,Manhattan Associates,3.7550000000000003,8.346666666666668,Battery 1st Base,False
2350,3362715,Cortland at the Village,Manhattan Associates,3.7550000000000003,8.576666666666666,Battery 1st Base,False
2351,3362715,Cortland at the Village,Manhattan Associates,3.7550000000000003,7.531666666666666,Battery 1st Base,False
2352,3362715,Cortland at the Village,Manhattan Associates,3.7550000000000003,7.25,Battery 1st Base,False
2357,3362715,Cortland at the Village,Sixes Tavern ,15.316666666666666,46.74333333333333,Cortland East Cobb,False
2358,3362715,Cortland at the Village,Sixes Tavern ,15.316666666666666,46.973333333333336,Cortland East Cobb,False
2359,3362715,Cortland at the Village,Sixes Tavern ,15.316666666666666,45.00333333333333,Cortland East Cobb,False
2360,3362715,Cortland at the Village,Sixes Tavern ,15.316666666666666,45.775,Cortland East Cobb,False
2369,3362715,Cortland at the Village,Stellar Windows and Doors,19.583333333333332,22.351666666666667,Attiva Peachtree,False
2370,3362715,Cortland at the Village,Stellar Windows and Doors,19.583333333333332,22.581666666666667,Attiva Peachtree,False
2371,3362715,Cortland at the Village,Stellar Windows and Doors,19.583333333333332,21.436666666666667,Attiva Peachtree,False
2372,3362715,Cortland at the Village,Stellar Windows and Doors,19.583333333333332,21.255,Attiva Peachtree,False
2381,3362715,Cortland at the Village,Johns Creek Senior living ,6.963333333333334,39.906666666666666,Cortland Johns Creek,False
2382,3362715,Cortland at the Village,Johns Creek Senior living ,6.963333333333334,40.13666666666666,Cortland Johns Creek,False
2383,3362715,Cortland at the Village,Johns Creek Senior living ,6.963333333333334,38.99166666666667,Cortland Johns Creek,False
2384,3362715,Cortland at the Village,Johns Creek Senior living ,6.963333333333334,38.809999999999995,Cortland Johns Creek,False
2393,3362715,Cortland at the Village,Exotec,18.361666666666668,19.706666666666667,Cortland Peachtree Battle,False
2394,3362715,Cortland at the Village,Exotec,18.361666666666668,19.936666666666667,Cortland Peachtree Battle,False
2395,3362715,Cortland at the Village,Exotec,18.361666666666668,18.791666666666668,Cortland Peachtree Battle,False
2396,3362715,Cortland at the Village,Exotec,18.361666666666668,18.61,Cortland Peachtree Battle,False
2397,3362715,Cortland at the Village,Dekalb County Schools,39.82666666666667,34.651666666666664,Springdale Glen,False
2398,3362715,Cortland at the Village,Dekalb County Schools,39.82666666666667,34.88166666666667,Springdale Glen,False
2399,3362715,Cortland at the Village,Dekalb County Schools,39.82666666666667,33.736666666666665,Springdale Glen,False
2400,3362715,Cortland at the Village,Dekalb County Schools,39.82666666666667,33.555,Springdale Glen,False
2413,3362715,Cortland at the Village,OxBlue,30.10666666666667,17.888333333333332,Cortland Peachtree Battle,False
2414,3362715,Cortland at the Village,OxBlue,30.10666666666667,18.118333333333332,Cortland Peachtree Battle,False
2415,3362715,Cortland at the Village,OxBlue,30.10666666666667,16.973333333333333,Cortland Peachtree Battle,False
2416,3362715,Cortland at the Village,OxBlue,30.10666666666667,16.791666666666668,Cortland Peachtree Battle,False
2417,3362715,Cortland at the Village,Pediatric Dentistry and Orthodontics of Chattanooga ,17.65,89.12666666666668,Cortland East Cobb,False
2418,3362715,Cortland at the Village,Pediatric Dentistry and Orthodontics of Chattanooga ,17.65,89.35666666666665,Cortland East Cobb,False
2419,3362715,Cortland at the Village,Pediatric Dentistry and Orthodontics of Chattanooga ,17.65,87.38666666666667,Cortland East Cobb,False
2420,3362715,Cortland at the Village,Pediatric Dentistry and Orthodontics of Chattanooga ,17.65,88.15833333333333,Cortland East Cobb,False
2421,3362715,Cortland at the Village,Rocket Farm Restaurants LLC,22.48166666666667,18.435,Cortland Peachtree Battle,False
2422,3362715,Cortland at the Village,Rocket Farm Restaurants LLC,22.48166666666667,18.665000000000003,Cortland Peachtree Battle,False
2423,3362715,Cortland at the Village,Rocket Farm Restaurants LLC,22.48166666666667,17.52,Cortland Peachtree Battle,False
2424,3362715,Cortland at the Village,Rocket Farm Restaurants LLC,22.48166666666667,17.33833333333333,Cortland Peachtree Battle,False
2429,3362715,Cortland at the Village,Delta Air Lines,30.56,33.47,East Ridge Park,False
2430,3362715,Cortland at the Village,Delta Air Lines,30.56,33.7,East Ridge Park,False
2431,3362715,Cortland at the Village,Delta Air Lines,30.56,32.555,East Ridge Park,False
2432,3362715,Cortland at the Village,Delta Air Lines,30.56,32.373333333333335,East Ridge Park,False
2437,3362715,Cortland at the Village,The Home Depot,15.32,11.491666666666667,Battery 2nd Base,False
2438,3362715,Cortland at the Village,The Home Depot,15.32,11.721666666666666,Battery 2nd Base,False
2439,3362715,Cortland at the Village,The Home Depot,15.32,10.576666666666666,Battery 2nd Base,False
2440,3362715,Cortland at the Village,The Home Depot,15.32,10.395000000000001,Battery 2nd Base,False
2455,2691034,Cortland Park 83,Starbucks,40.44166666666667,20.293333333333333,Cortland Johns Creek,False
2456,2691034,Cortland Park 83,Starbucks,40.44166666666667,19.988333333333333,Cortland Johns Creek,False
2457,2691034,Cortland Park 83,The Fountainview Center For Alzheimer's Disease ,27.251666666666665,29.475,Cortland Viridian,False
2458,2691034,Cortland Park 83,The Fountainview Center For Alzheimer's Disease ,27.251666666666665,29.17,Cortland Viridian,False
2459,2691034,Cortland Park 83,gravity autos roswell,19.58,9.456666666666667,Cortland Lex,False
2460,2691034,Cortland Park 83,gravity autos roswell,19.58,9.151666666666667,Cortland Lex,False
2463,2691034,Cortland Park 83,Sidel Inc,14.361666666666668,12.785,The Springs at Peachtree Corners,False
2464,2691034,Cortland Park 83,Sidel Inc,14.361666666666668,12.479999999999999,The Springs at Peachtree Corners,False
2465,2691034,Cortland Park 83,Ole Mexican Foods,30.720000000000002,29.525,Cortland East Cobb,False
2466,2691034,Cortland Park 83,Ole Mexican Foods,30.720000000000002,29.220000000000002,Cortland East Cobb,False
2473,2691034,Cortland Park 83,Vermeer Southeast,71.19833333333332,42.56666666666667,Cortland Sugarloaf,False
2474,2691034,Cortland Park 83,Vermeer Southeast,71.19833333333332,42.26166666666666,Cortland Sugarloaf,False
2477,2691034,Cortland Park 83,Self,0.0,18.15,Cortland East Cobb,False
2478,2691034,Cortland Park 83,Self,0.0,17.845000000000002,Cortland East Cobb,False
2479,2691034,Cortland Park 83,State Farm,42.555,17.573333333333334,Cortland at the Hill,False
2480,2691034,Cortland Park 83,State Farm,42.555,17.26833333333333,Cortland at the Hill,False
2483,2691034,Cortland Park 83,Fiserv,81.06333333333333,14.413333333333332,Cortland Windward,False
2484,2691034,Cortland Park 83,Fiserv,81.06333333333333,14.108333333333333,Cortland Windward,False
2485,2691034,Cortland Park 83,Cortland ,39.50333333333333,19.61,Cortland at Phipps Plaza,False
2486,2691034,Cortland Park 83,Cortland ,39.50333333333333,19.305,Cortland at Phipps Plaza,False
2501,3362715,Cortland at the Village,Behavioral Health Field ,23.108333333333334,56.718333333333334,East Ridge Park,False
2502,3362715,Cortland at the Village,Behavioral Health Field ,23.108333333333334,56.94833333333334,East Ridge Park,False
2503,3362715,Cortland at the Village,Behavioral Health Field ,23.108333333333334,55.80333333333333,East Ridge Park,False
2504,3362715,Cortland at the Village,Behavioral Health Field ,23.108333333333334,55.62166666666667,East Ridge Park,False
2505,3362715,Cortland at the Village,Harold Chicken & Ice Bar  ,10.785,31.64333333333333,East Ridge Park,False
2506,3362715,Cortland at the Village,Harold Chicken & Ice Bar  ,10.785,31.873333333333335,East Ridge Park,False
2507,3362715,Cortland at the Village,Harold Chicken & Ice Bar  ,10.785,30.728333333333335,East Ridge Park,False
2508,3362715,Cortland at the Village,Harold Chicken & Ice Bar  ,10.785,30.546666666666667,East Ridge Park,False
2509,3362715,Cortland at the Village,The Rolling Frame Revue ,19.403333333333332,22.103333333333335,Cortland Old Fourth Ward,False
2510,3362715,Cortland at the Village,The Rolling Frame Revue ,19.403333333333332,22.333333333333332,Cortland Old Fourth Ward,False
2511,3362715,Cortland at the Village,The Rolling Frame Revue ,19.403333333333332,21.188333333333333,Cortland Old Fourth Ward,False
2512,3362715,Cortland at the Village,The Rolling Frame Revue ,19.403333333333332,21.006666666666668,Cortland Old Fourth Ward,False
2513,3362715,Cortland at the Village,Prestige Valet,18.875,13.235000000000001,Cortland East Cobb,False
2514,3362715,Cortland at the Village,Prestige Valet,18.875,13.465,Cortland East Cobb,False
2515,3362715,Cortland at the Village,Prestige Valet,18.875,11.495000000000001,Cortland East Cobb,False
2516,3362715,Cortland at the Village,Prestige Valet,18.875,12.186666666666667,Cortland East Cobb,False
2517,3362715,Cortland at the Village,Allied Security,17.766666666666666,20.566666666666666,Cortland at the Hill,False
2518,3362715,Cortland at the Village,Allied Security,17.766666666666666,20.796666666666667,Cortland at the Hill,False
2519,3362715,Cortland at the Village,Allied Security,17.766666666666666,19.651666666666664,Cortland at the Hill,False
2520,3362715,Cortland at the Village,Allied Security,17.766666666666666,19.470000000000002,Cortland at the Hill,False
2521,3362715,Cortland at the Village,HD Supply,5.076666666666667,7.786666666666666,Battery 2nd Base,False
2522,3362715,Cortland at the Village,HD Supply,5.076666666666667,8.016666666666667,Battery 2nd Base,False
2523,3362715,Cortland at the Village,HD Supply,5.076666666666667,6.328333333333333,Battery 2nd Base,False
2524,3362715,Cortland at the Village,HD Supply,5.076666666666667,6.6899999999999995,Battery 2nd Base,False
2525,3362715,Cortland at the Village,Batchelor and Kimball ,87.36333333333333,49.19666666666667,Spring Valley,False
2526,3362715,Cortland at the Village,Batchelor and Kimball ,87.36333333333333,49.42666666666666,Spring Valley,False
2527,3362715,Cortland at the Village,Batchelor and Kimball ,87.36333333333333,48.281666666666666,Spring Valley,False
2528,3362715,Cortland at the Village,Batchelor and Kimball ,87.36333333333333,48.1,Spring Valley,False
2529,3362715,Cortland at the Village,Piedmont Hospital ,26.311666666666667,19.368333333333332,Cortland Peachtree Battle,False
2530,3362715,Cortland at the Village,Piedmont Hospital ,26.311666666666667,19.598333333333336,Cortland Peachtree Battle,False
2531,3362715,Cortland at the Village,Piedmont Hospital ,26.311666666666667,18.453333333333333,Cortland Peachtree Battle,False
2532,3362715,Cortland at the Village,Piedmont Hospital ,26.311666666666667,18.271666666666665,Cortland Peachtree Battle,False
2541,3362715,Cortland at the Village,Guided Reflections Therapeutic Services LLC,0.0,24.93,Pointe at Lenox Park,False
2542,3362715,Cortland at the Village,Guided Reflections Therapeutic Services LLC,0.0,25.16,Pointe at Lenox Park,False
2543,3362715,Cortland at the Village,Guided Reflections Therapeutic Services LLC,0.0,24.015,Pointe at Lenox Park,False
2544,3362715,Cortland at the Village,Guided Reflections Therapeutic Services LLC,0.0,23.833333333333332,Pointe at Lenox Park,False
2545,3362715,Cortland at the Village,Georgia State Senate,41.87166666666667,22.571666666666665,Cortland Old Fourth Ward,False
2546,3362715,Cortland at the Village,Georgia State Senate,41.87166666666667,22.801666666666666,Cortland Old Fourth Ward,False
2547,3362715,Cortland at the Village,Georgia State Senate,41.87166666666667,21.65666666666667,Cortland Old Fourth Ward,False
2548,3362715,Cortland at the Village,Georgia State Senate,41.87166666666667,21.475,Cortland Old Fourth Ward,False
2549,3362715,Cortland at the Village,Sessions Atlanta ,20.521666666666665,19.196666666666665,Cortland Peachtree Battle,False
2550,3362715,Cortland at the Village,Sessions Atlanta ,20.521666666666665,19.426666666666666,Cortland Peachtree Battle,False
2551,3362715,Cortland at the Village,Sessions Atlanta ,20.521666666666665,18.28166666666667,Cortland Peachtree Battle,False
2552,3362715,Cortland at the Village,Sessions Atlanta ,20.521666666666665,18.1,Cortland Peachtree Battle,False
2569,3362715,Cortland at the Village,Landmark properties,12.045,18.623333333333335,Cortland at Buckhead Village,False
2570,3362715,Cortland at the Village,Landmark properties,12.045,18.853333333333335,Cortland at Buckhead Village,False
2571,3362715,Cortland at the Village,Landmark properties,12.045,17.708333333333332,Cortland at Buckhead Village,False
2572,3362715,Cortland at the Village,Landmark properties,12.045,17.526666666666664,Cortland at Buckhead Village,False
2573,3362715,Cortland at the Village,Daspit Law Firm,35.45,19.851666666666667,Cortland Peachtree Battle,False
2574,3362715,Cortland at the Village,Daspit Law Firm,35.45,20.081666666666667,Cortland Peachtree Battle,False
2575,3362715,Cortland at the Village,Daspit Law Firm,35.45,18.936666666666667,Cortland Peachtree Battle,False
2576,3362715,Cortland at the Village,Daspit Law Firm,35.45,18.755,Cortland Peachtree Battle,False
2581,3362715,Cortland at the Village,PPC Partners Inc.,38.15333333333333,38.666666666666664,Somerset,False
2582,3362715,Cortland at the Village,PPC Partners Inc.,38.15333333333333,38.89666666666667,Somerset,False
2583,3362715,Cortland at the Village,PPC Partners Inc.,38.15333333333333,37.751666666666665,Somerset,False
2584,3362715,Cortland at the Village,PPC Partners Inc.,38.15333333333333,37.57,Somerset,False
2597,2911004,Cortland Watermark,M&N Cleaning service,45.62833333333333,46.11666666666667,East Ridge Park,False
2598,2911004,Cortland Watermark,M&N Cleaning service,45.62833333333333,46.24166666666667,East Ridge Park,False
2601,2911004,Cortland Watermark,BlueLinx Corporation,15.79,12.471666666666666,Cortland Woodlands,False
2602,2911004,Cortland Watermark,BlueLinx Corporation,15.79,12.596666666666666,Cortland Woodlands,False
2613,2911004,Cortland Watermark,Atlanta gas equipment,27.895,27.903333333333332,Attiva Peachtree,False
2614,2911004,Cortland Watermark,Atlanta gas equipment,27.895,28.028333333333332,Attiva Peachtree,False
2615,2911004,Cortland Watermark,Nina Nails,36.24166666666667,26.178333333333335,1000 Spalding,False
2616,2911004,Cortland Watermark,Nina Nails,36.24166666666667,25.256666666666668,1000 Spalding,False
2619,2911004,Cortland Watermark,"BCC Engineering, LLC dba Heath & Lineback (BCC)",62.05833333333333,10.895000000000001,Cortland East Cobb,False
2620,2911004,Cortland Watermark,"BCC Engineering, LLC dba Heath & Lineback (BCC)",62.05833333333333,11.020000000000001,Cortland East Cobb,False
2621,2911004,Cortland Watermark,Self employed (house cleaning),0.0,15.211666666666668,Cortland East Cobb,False
2622,2911004,Cortland Watermark,Self employed (house cleaning),0.0,14.29,Cortland East Cobb,False
